name,molecule,dosage_form,date_of_approval,company,treatment_for,url,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,side_effects_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,number_side_effects,price,shop_dosis,prices_url
Trudhesa,dihydroergotamine mesylate,Nasal Spray,"September 2, 2021","Impel NeuroPharma, Inc.",Migraine,https://www.drugs.com/trudhesa.html,https://www.drugs.com/mtm/dihydroergotamine-injection.html,Antimigraine agents,,"ibuprofen, amitriptyline, diclofenac, propranolol, topiramate, celecoxib",,,,https://www.drugs.com/sfx/trudhesa-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,"$4,035.05",0.725 mg/spray,https://www.drugs.com/price-guide/trudhesa
Trulance,plecanatide,Tablets,"January 19, 2017",Synergy Pharmaceuticals Inc.,"Constipation, Chronic, Irritable Bowel Syndrome",https://www.drugs.com/trulance.html,https://www.drugs.com/mtm/plecanatide.html,Guanylate cyclase-C agonists,,"MiraLAX, Linzess, polyethylene glycol 3350, lubiprostone, Amitiza, linaclotide, prucalopride",6.0,273,https://www.drugs.com/comments/plecanatide/trulance.html,https://www.drugs.com/sfx/trulance-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Chronic Idiopathic Constipation  ,5.8,198,1.0,$597.14,3 mg,https://www.drugs.com/price-guide/trulance
Trulicity,dulaglutide,Injection,"September 18, 2014",Eli Lilly and Company,"Diabetes, Type 2, Cardiovascular Risk Reduction",https://www.drugs.com/trulicity.html,https://www.drugs.com/mtm/dulaglutide.html,Incretin Mimetics (GLP-1 Agonists),,"metformin, Ozempic, Jardiance, Xarelto, simvastatin, Lantus, Tresiba",5.2,962,https://www.drugs.com/comments/dulaglutide/trulicity.html,https://www.drugs.com/sfx/trulicity-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,"Diabetes, Type 2  ",5.2,934,5.0,"$1,038.72",0.75 mg/0.5 mL,https://www.drugs.com/price-guide/trulicity
Truqap,capivasertib,Tablets,"November 16, 2023",AstraZeneca,Breast Cancer,https://www.drugs.com/truqap.html,https://www.drugs.com/mtm/capivasertib.html,Multikinase inhibitors,,,,,,https://www.drugs.com/sfx/truqap-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2023,,,,,4.0,"$24,146.37",160 mg,https://www.drugs.com/price-guide/truqap
Truseltiq,infigratinib,Capsules,"May 28, 2021","BridgeBio Pharma, Inc.",Cholangiocarcinoma,https://www.drugs.com/truseltiq.html,https://www.drugs.com/mtm/infigratinib.html,Multikinase inhibitors,,,,,,https://www.drugs.com/sfx/truseltiq-side-effects.html,Discontinued,Risk data available,Not a controlled drug, FDA approved 2021,,,,,1.0,"$23,780.98",100 mg-25 mg (125 mg daily-dose),https://www.drugs.com/price-guide/truseltiq
Truvada,emtricitabine and tenofovir,Tablets,"August 2, 2004","Gilead Sciences, Inc.","HIV Infection, Pre-Exposure Prophylaxis",https://www.drugs.com/truvada.html,https://www.drugs.com/mtm/emtricitabine-and-tenofovir.html,Antiviral combinations,,,6.3,37,https://www.drugs.com/comments/emtricitabine-tenofovir/truvada.html,https://www.drugs.com/sfx/truvada-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Pre-Exposure Prophylaxis  ,6.1,20,14.0,"$1,949.42",100 mg-150 mg,https://www.drugs.com/price-guide/truvada
Truxima,rituximab-abbs,Injection,"November 28, 2018","Celltrion, Inc.",Non-Hodgkin's Lymphoma,https://www.drugs.com/truxima.html,https://www.drugs.com/rituximab.html,CD20 monoclonal antibodies,,"Rituxan, Kymriah, Breyanzi, Yescarta, Polivy, Monjuvi, Xpovio",,,,https://www.drugs.com/sfx/truxima-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,52.0,$899.86,abbs 10 mg/mL,https://www.drugs.com/price-guide/truxima
Tryvio,aprocitentan,Tablets,"March 19, 2024",Idorsia Ltd.,High Blood Pressure,https://www.drugs.com/tryvio.html,,,,,,,,,,,,,,,,,,,,
Tudorza,aclidinium bromide,Pressair,"July 23, 2012","Allergan, Inc.",COPD,https://www.drugs.com/tudorza.html,https://www.drugs.com/mtm/aclidinium.html,Anticholinergic bronchodilators,,,8.7,23,https://www.drugs.com/comments/aclidinium/tudorza-pressair.html,https://www.drugs.com/sfx/tudorza-pressair-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,COPD  ,9.1,14,6.0,,,
Tukysa,tucatinib,Tablets,"April 17, 2020","Seattle Genetics, Inc.","Breast Cancer, Colorectal Cancer",https://www.drugs.com/tukysa.html,https://www.drugs.com/tucatinib.html,HER2 inhibitors,,,,,,https://www.drugs.com/sfx/tukysa-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,26.0,"$6,720.27",50 mg,https://www.drugs.com/price-guide/tukysa
Turalio,pexidartinib,Capsules,"August 2, 2019","Daiichi Sankyo Company, Limited",Tenosynovial Giant Cell Tumor,https://www.drugs.com/turalio.html,https://www.drugs.com/mtm/pexidartinib.html,Multikinase inhibitors,,,,,,https://www.drugs.com/sfx/turalio-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2019,,,,,12.0,"$23,033.56",125 mg,https://www.drugs.com/price-guide/turalio
Twirla,ethinyl estradiol and levonorgestrel,Transdermal System,"February 14, 2020","Agile Therapeutics, Inc.",Birth Control,https://www.drugs.com/twirla.html,https://www.drugs.com/mtm/ethinyl-estradiol-and-levonorgestrel.html,Contraceptives,,,,,,https://www.drugs.com/sfx/twirla-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,2.0,$224.91,30 mcg-120 mcg,https://www.drugs.com/price-guide/twirla
Twyneo,tretinoin and benzoyl peroxide,Cream,"July 26, 2021","Sol-Gel Technologies, Ltd.",Acne,https://www.drugs.com/twyneo.html,https://www.drugs.com/mtm/benzoyl-peroxide-and-tretinoin-topical.html,Topical acne agents,,,,,,https://www.drugs.com/sfx/twyneo-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,$502.89,3%-0.1%,https://www.drugs.com/price-guide/twyneo
Twynsta,telmisartan and amlodipine,Tablets,"October 16, 2009",Boehringer Ingelheim Pharmaceuticals Inc.,High Blood Pressure,https://www.drugs.com/twynsta.html,https://www.drugs.com/mtm/amlodipine-and-telmisartan.html,Angiotensin II inhibitors with calcium channel blockers,,"amlodipine, lisinopril, metoprolol, losartan, furosemide, hydrochlorothiazide",8.3,12,https://www.drugs.com/comments/amlodipine-telmisartan/twynsta.html,https://www.drugs.com/sfx/twynsta-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,High Blood Pressure  ,8.3,12,17.0,$251.88,10 mg-40 mg,https://www.drugs.com/price-guide/twynsta
Tybost,cobicistat,Tablets,"September 24, 2014","Gilead Sciences, Inc.",HIV Infection,https://www.drugs.com/tybost.html,https://www.drugs.com/mtm/cobicistat.html,Antiviral boosters,,,,,,https://www.drugs.com/sfx/tybost-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,30.0,$322.44,150 mg,https://www.drugs.com/price-guide/tybost
Tyenne,tocilizumab-aazg,Injection,"March 5, 2024",Fresenius Kabi,"Rheumatoid Arthritis, Giant Cell Arteritis, Polyarticular Juvenile Idiopathic Arthritis, Juvenile Idiopathic Arthritis",https://www.drugs.com/tyenne.html,https://www.drugs.com/mtm/tocilizumab.html,Interleukin inhibitors,,"prednisone, naproxen, methotrexate, hydroxychloroquine, Humira, Enbrel, adalimumab",,,,https://www.drugs.com/sfx/tyenne-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,40.0,,,
Tygacil,tigecycline,Injection,"June 15, 2005",Wyeth Pharmaceuticals,"Skin and Structure Infection, Intraabdominal Infection, Pneumonia",https://www.drugs.com/tygacil.html,https://www.drugs.com/mtm/tigecycline.html,Glycylcyclines,,,,,,https://www.drugs.com/sfx/tygacil-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,8.0,"$1,062.50",50 mg,https://www.drugs.com/price-guide/tygacil
Tykerb,lapatinib ditosylate,Tablets,"March 13, 2007",GlaxoSmithKline,Breast Cancer,https://www.drugs.com/tykerb.html,https://www.drugs.com/mtm/lapatinib.html,EGFR inhibitors,,,,,,https://www.drugs.com/sfx/tykerb-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2007,,,,,12.0,"$10,464.20",250 mg,https://www.drugs.com/price-guide/tykerb
Tymlos,abaloparatide,Injection,"April 28, 2017","Radius Health, Inc.",Osteoporosis,https://www.drugs.com/tymlos.html,https://www.drugs.com/mtm/abaloparatide.html,Parathyroid hormone and analogs,,"alendronate, Prolia, Fosamax, Premarin, calcium carbonate, Reclast",4.6,100,https://www.drugs.com/comments/abaloparatide/tymlos.html,https://www.drugs.com/sfx/tymlos-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Osteoporosis  ,4.6,99,11.0,"$2,817.85",3120 mcg/1.56 mL,https://www.drugs.com/price-guide/tymlos
Tyruko,natalizumab-sztn,Injection,"August 24, 2023",Sandoz Inc.,"Multiple Sclerosis, Crohn's Disease",https://www.drugs.com/tyruko.html,https://www.drugs.com/natalizumab.html,Selective immunosuppressants,,"Vumerity, Zeposia, Avonex, budesonide, Humira, Entyvio, mesalamine",,,,https://www.drugs.com/sfx/tyruko-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,19.0,,,
Tyrvaya,varenicline,Nasal Spray,"October 15, 2021","Oyster Point Pharma, Inc.",Dry Eye Disease,https://www.drugs.com/tyrvaya.html,https://www.drugs.com/varenicline.html,Cholinergic agonists,,"Restasis, Eysuvis, varenicline, cyclosporine ophthalmic, Xiidra, Artificial Tears, Systane",7.8,39,https://www.drugs.com/comments/varenicline/tyrvaya.html,https://www.drugs.com/sfx/tyrvaya-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Dry Eye Disease  ,8.0,38,9.0,$710.20,0.03 mg/inh,https://www.drugs.com/price-guide/tyrvaya
Tysabri,natalizumab,Injection  - formerly Antegren,"November 23, 2004","Biogen Idec / Elan Corporation, plc","Multiple Sclerosis, Crohn's Disease, Maintenance",https://www.drugs.com/tysabri.html,https://www.drugs.com/natalizumab.html,Selective immunosuppressants,,"Vumerity, Zeposia, Avonex, budesonide, Humira, Entyvio, mesalamine",7.8,98,https://www.drugs.com/comments/natalizumab/tysabri.html,https://www.drugs.com/sfx/tysabri-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,Multiple Sclerosis  ,7.9,97,19.0,"$8,653.95",300 mg/15 mL,https://www.drugs.com/price-guide/tysabri
Tyvaso,treprostinil,Inhalation Solution,"July 30, 2009",United Therapeutics Corporation,Pulmonary Arterial Hypertension,https://www.drugs.com/tyvaso.html,https://www.drugs.com/mtm/treprostinil.html,Tyvaso DPI,,"sildenafil, tadalafil, Adcirca, ambrisentan, Revatio, Opsumit",7.2,17,https://www.drugs.com/comments/treprostinil/tyvaso.html,https://www.drugs.com/sfx/tyvaso-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Pulmonary Arterial Hypertension  ,7.2,17,2.0,"$3,154.37",0.6 mg/mL,https://www.drugs.com/price-guide/tyvaso
Tyzeka,telbivudine,Tablets,"October 25, 2006",Novartis,Hepatitis B,https://www.drugs.com/tyzeka.html,https://www.drugs.com/cons/telbivudine.html,Nucleoside reverse transcriptase inhibitors (NRTIs),,"tenofovir, entecavir, Vemlidy, lamivudine, Viread, interferon alfa-2b",,,,https://www.drugs.com/sfx/tyzeka-side-effects.html,Discontinued,Risk data available,Not a controlled drug, FDA approved 2006,,,,,1.0,"$1,126.74",600 mg,https://www.drugs.com/price-guide/tyzeka
Tzield,teplizumab-mzwv,Injection,"November 17, 2022","Provention Bio, Inc.",Delaying the Onset of Stage 3 Type 1 Diabetes,https://www.drugs.com/tzield.html,https://www.drugs.com/mtm/teplizumab.html,Miscellaneous antidiabetic agents,,"Lantus, Tresiba, Levemir, Basaglar, Novolog, Toujeo",,,,https://www.drugs.com/sfx/tzield-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,27.0,"$14,885.23",mzwv 2 mg/2 mL,https://www.drugs.com/price-guide/tzield
Ubrelvy,ubrogepant,Tablets,"December 23, 2019",Allergan plc,Migraine,https://www.drugs.com/ubrelvy.html,https://www.drugs.com/ubrogepant.html,CGRP inhibitors,,"ibuprofen, amitriptyline, diclofenac, propranolol, topiramate, celecoxib",6.1,238,https://www.drugs.com/comments/ubrogepant/ubrelvy.html,https://www.drugs.com/sfx/ubrelvy-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2019,,Migraine  ,6.1,237,3.0,"$1,097.45",50 mg,https://www.drugs.com/price-guide/ubrelvy
Uceris,budesonide,,"January 14, 2013","Santarus, Inc.",Ulcerative Colitis,https://www.drugs.com/uceris.html,https://www.drugs.com/mtm/budesonide.html,Glucocorticoids,,,5.5,30,https://www.drugs.com/comments/budesonide/uceris.html,https://www.drugs.com/sfx/uceris-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,Ulcerative Colitis  ,5.5,19,2.0,"$1,897.36",9 mg,https://www.drugs.com/price-guide/uceris
Ukoniq,umbralisib,Tablets,"February 5, 2021","TG Therapeutics, Inc.","Marginal Zone Lymphoma, Follicular Lymphoma",https://www.drugs.com/ukoniq.html,https://www.drugs.com/mtm/umbralisib.html,Multikinase inhibitors,,,,,,https://www.drugs.com/sfx/ukoniq-side-effects.html,Discontinued,Risk data available,Not a controlled drug, FDA approved 2021,,,,,4.0,"$16,752.20",200 mg,https://www.drugs.com/price-guide/ukoniq
Ulesfia,benzyl alcohol,Lotion 5%  - formerly Summers’ Lice Asphyxiator,"April 9, 2009","Sciele Pharma, Inc.",Lice,https://www.drugs.com/ulesfia.html,https://www.drugs.com/benzyl-alcohol.html,Topical anti-infectives,,"ivermectin topical, sodium chloride topical, permethrin topical, Elimite, spinosad topical, acetic acid topical",,,,https://www.drugs.com/sfx/ulesfia-side-effects.html,Discontinued,,Not a controlled drug, FDA approved 2009,,,,,1.0,$60.16,5%,https://www.drugs.com/price-guide/ulesfia
Uloric,febuxostat,Tablets,"February 13, 2009",Takeda Pharmaceutical Company Limited,Gout,https://www.drugs.com/uloric.html,https://www.drugs.com/mtm/febuxostat.html,Antihyperuricemic agents,,,8.1,46,https://www.drugs.com/comments/febuxostat/uloric.html,https://www.drugs.com/sfx/uloric-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2009,,Gout  ,8.1,46,69.0,$357.03,40 mg,https://www.drugs.com/price-guide/uloric
Ultomiris,ravulizumab-cwvz,Injection,"December 21, 2018","Alexion Pharmaceuticals, Inc.","Paroxysmal Nocturnal Hemoglobinuria, Hemolytic Uremic Syndrome, Myasthenia Gravis, Neuromyelitis Optica Spectrum Disorder",https://www.drugs.com/ultomiris.html,https://www.drugs.com/mtm/ravulizumab.html,Selective immunosuppressants,,"Empaveli, Vyvgart, Zilbrysq, pyridostigmine, Mestinon, neostigmine, Soliris",,,,https://www.drugs.com/sfx/ultomiris-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,46.0,"$6,752.91",100 mg/mL,https://www.drugs.com/price-guide/ultomiris
Ultresa,pancrelipase,Delayed Release Capsules,"March 1, 2012","Allergan, Inc.",Pancreatic Exocrine Dysfunction,https://www.drugs.com/ultresa.html,https://www.drugs.com/mtm/pancrelipase.html,Digestive enzymes,,,,,,https://www.drugs.com/sfx/ultresa-side-effects.html,Discontinued,Risk data available,Not a controlled drug,,,,,,1.0,$319.85,"13,800 units-27,600 units-27,600 units",https://www.drugs.com/price-guide/ultresa
Uplizna,inebilizumab-cdon,Injection,"June 11, 2020",Viela Bio,Neuromyelitis Optica Spectrum Disorder (NMOSD),https://www.drugs.com/uplizna.html,https://www.drugs.com/mtm/inebilizumab.html,Selective immunosuppressants,,"Ultomiris, Soliris, eculizumab, ravulizumab, Enspryng, inebilizumab",,,,https://www.drugs.com/sfx/uplizna-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,23.0,"$137,952.50",cdon 100 mg/10 mL,https://www.drugs.com/price-guide/uplizna
Uptravi,selexipag,Tablets and Lyophilized Powder for Injection,"December 21, 2015","Actelion Pharmaceuticals US, Inc.",Pulmonary Arterial Hypertension,https://www.drugs.com/uptravi.html,https://www.drugs.com/mtm/selexipag-oral-injection.html,Agents for pulmonary hypertension,,"sildenafil, tadalafil, Adcirca, ambrisentan, Revatio, Opsumit",5.4,25,https://www.drugs.com/comments/selexipag/uptravi.html,https://www.drugs.com/sfx/uptravi-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2015,,Pulmonary Arterial Hypertension  ,5.4,25,1.0,$410.90,1800 mcg,https://www.drugs.com/price-guide/uptravi
Uroxatral,alfuzosin,Extended-Release Tablets,"June 12, 2003",Sanofi Synthelabo,Benign Prostatic Hyperplasia,https://www.drugs.com/uroxatral.html,https://www.drugs.com/mtm/alfuzosin.html,Alpha blockers,,"tamsulosin, finasteride, tadalafil, Flomax, prazosin, Cialis",6.1,21,https://www.drugs.com/comments/alfuzosin/uroxatral.html,https://www.drugs.com/sfx/uroxatral-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2003,,Benign Prostatic Hyperplasia  ,6.1,21,8.0,"$2,969.48",10 mg,https://www.drugs.com/price-guide/uroxatral
Utibron Neohaler,glycopyrrolate and indacaterol,Inhalation Powder,"October 29, 2015",Novartis Pharmaceuticals Corporation,COPD,https://www.drugs.com/utibron-neohaler.html,https://www.drugs.com/cons/indacaterol-and-glycopyrrolate.html,Bronchodilator combinations,,,,,,https://www.drugs.com/sfx/utibron-neohaler-side-effects.html,Discontinued,Risk data available,Not a controlled drug,,Anti-Doping Classification,,,,30.0,$47.83,15.6 mcg-27.5 mcg,https://www.drugs.com/price-guide/utibron-neohaler
Uzedy,risperidone,Extended-Release Injectable Suspension,"April 28, 2023",Teva Pharmaceuticals and MedinCell,Schizophrenia,https://www.drugs.com/uzedy.html,https://www.drugs.com/risperidone.html,Atypical antipsychotics,,"quetiapine, aripiprazole, Abilify, Seroquel, olanzapine, risperidone",,,,https://www.drugs.com/sfx/uzedy-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,"$1,358.60",50 mg/0.14 mL,https://www.drugs.com/price-guide/uzedy
Vabysmo,faricimab-svoa,Intravitreal Injection,"January 28, 2022",Genentech,"Macular Degeneration, Diabetic Macular Edema, Macular Edema",https://www.drugs.com/vabysmo.html,https://www.drugs.com/mtm/faricimab-ophthalmic.html,Anti-angiogenic ophthalmic agents,,,8.8,17,https://www.drugs.com/comments/faricimab/vabysmo.html,https://www.drugs.com/sfx/vabysmo-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,Macular Degeneration  ,8.1,11,2.0,"$2,315.57",svoa 6 mg/0.05 mL,https://www.drugs.com/price-guide/vabysmo
Vaccinia,,,"May 2, 2005",DynPort Vaccine Company LLC,Smallpox Vaccine Reaction,https://www.drugs.com/vaccinia.html,https://www.drugs.com/drug-class/immune-globulins.html,,,cidofovir,,,,https://www.drugs.com/sfx/vaccinia-immune-globulin-side-effects.html,Discontinued,Risk data available,,,,,,,2.0,,,
Vafseo,vadadustat,Tablets,"March 27, 2024","Akebia Therapeutics, Inc.",Anemia Due to Chronic Kidney Disease,https://www.drugs.com/vafseo.html,,,,,,,,,Prescription only,,, FDA approved 2024,,,,,,,,
Valchlor,mechlorethamine,Topical Gel,"August 23, 2013","Ceptaris Therapeutics, Inc.",Mycosis Fungoides,https://www.drugs.com/valchlor.html,https://www.drugs.com/mtm/mechlorethamine-topical.html,Topical antineoplastics,,,,,,https://www.drugs.com/sfx/valchlor-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,3.0,"$6,221.37",0.016%,https://www.drugs.com/price-guide/valchlor
Valtoco,diazepam,Nasal Spray,"January 10, 2020","Neurelis, Inc.",Epilepsy,https://www.drugs.com/valtoco.html,https://www.drugs.com/diazepam.html,Benzodiazepine anticonvulsants,,,,,,https://www.drugs.com/sfx/valtoco-side-effects.html,Prescription only,Risk data available,Some potential for abuse,Drug history at FDA,,,,,3.0,$743.46,5 mg/dose,https://www.drugs.com/price-guide/valtoco
Valturna,aliskiren and valsartan,Tablets,"September 16, 2009",Novartis,High Blood Pressure,https://www.drugs.com/valturna.html,https://www.drugs.com/drug-class/miscellaneous-antihypertensive-combinations.html,,,,5.8,9,https://www.drugs.com/comments/aliskiren-valsartan/valturna.html,https://www.drugs.com/sfx/valturna-side-effects.html,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,High Blood Pressure  ,5.8,9,28.0,,,
Vanflyta,quizartinib,Tablets,"July 20, 2023",Daiichi Sankyo,Acute Myeloid Leukemia,https://www.drugs.com/vanflyta.html,https://www.drugs.com/mtm/quizartinib.html,Multikinase inhibitors,,,,,,https://www.drugs.com/sfx/vanflyta-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2023,,,,,26.0,"$8,058.63",17.7 mg,https://www.drugs.com/price-guide/vanflyta
Vantas,histrelin,Implant,"October 12, 2004",Valera Pharmaceuticals,Prostate Cancer,https://www.drugs.com/vantas.html,https://www.drugs.com/mtm/histrelin-implant.html,Supprelin LA,,,,,,https://www.drugs.com/sfx/vantas-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,11.0,"$5,141.67",50 mg,https://www.drugs.com/price-guide/vantas
Vaprisol,conivaptan hydrochloride,Injection,"December 29, 2005","Astellas Pharma US, Inc.",Hyponatremia,https://www.drugs.com/vaprisol.html,https://www.drugs.com/mtm/conivaptan.html,Vasopressin antagonists,,,,,,https://www.drugs.com/sfx/vaprisol-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,22.0,,,
Varubi,rolapitant,Tablets and Injection,"September 1, 2015",Tesaro Inc.,"Nausea/Vomiting, Chemotherapy Induced",https://www.drugs.com/varubi.html,https://www.drugs.com/mtm/rolapitant.html,NK1 receptor antagonists,,,,,,https://www.drugs.com/sfx/varubi-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2015,,,,,12.0,$707.42,90 mg,https://www.drugs.com/price-guide/varubi
Vascepa,icosapent ethyl,Capsules,"July 26, 2012",Amarin Corporation plc,"Hypertriglyceridemia, Cardiovascular Risk Reduction",https://www.drugs.com/vascepa.html,https://www.drugs.com/mtm/icosapent.html,Miscellaneous antihyperlipidemic agents,,"Ozempic, rosuvastatin, Jardiance, simvastatin, Trulicity, fenofibrate, Crestor",5.9,119,https://www.drugs.com/comments/icosapent/vascepa.html,https://www.drugs.com/sfx/vascepa-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Hypertriglyceridemia  ,5.9,109,6.0,$446.29,0.5 g,https://www.drugs.com/price-guide/vascepa
Vaxneuvance,pneumococcal 15-valent conjugate vaccine,Injection,"July 16, 2021",Merck,Pneumococcal Disease Prophylaxis,https://www.drugs.com/vaxneuvance.html,https://www.drugs.com/mtm/pneumococcal-15-valent-conjugate-vaccine.html,Bacterial vaccines,,,,,,https://www.drugs.com/sfx/vaxneuvance-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,1.0,$251.03,Vaxneuvance,https://www.drugs.com/price-guide/vaxneuvance
Vectibix,panitumumab,Injection,"September 27, 2006",Amgen Inc.,Colorectal Cancer,https://www.drugs.com/vectibix.html,https://www.drugs.com/mtm/panitumumab.html,EGFR inhibitors,,"Opdivo, Keytruda, capecitabine, pembrolizumab, Avastin, Xeloda, Betaseron",,,,https://www.drugs.com/sfx/vectibix-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2006,,,,,42.0,"$1,744.77",20 mg/mL,https://www.drugs.com/price-guide/vectibix
Vectical,calcitriol,Ointment,"January 23, 2009","Galderma Laboratories, L.P.",Psoriasis,https://www.drugs.com/vectical.html,https://www.drugs.com/mtm/calcitriol-topical.html,Topical antipsoriatics,,,,,,https://www.drugs.com/sfx/vectical-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,17.0,"$1,014.03",3 mcg/g,https://www.drugs.com/price-guide/vectical
Veklury,remdesivir,Injection,"October 22, 2020","Gilead Sciences, Inc.",COVID-19,https://www.drugs.com/veklury.html,https://www.drugs.com/mtm/remdesivir.html,Purine nucleosides,,,,,,https://www.drugs.com/sfx/veklury-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,18.0,$640.76,100 mg,https://www.drugs.com/price-guide/veklury
Velcade,bortezomib,for Injection,"May 13, 2003",Millennium Pharmaceuticals,Multiple Myeloma,https://www.drugs.com/velcade.html,https://www.drugs.com/bortezomib.html,Proteasome inhibitors,,"Carvykti, Abecma, Tecvayli, prednisone, methotrexate, dexamethasone, Decadron",,,,https://www.drugs.com/sfx/velcade-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2003,,,,,44.0,"$1,697.46",3.5 mg,https://www.drugs.com/price-guide/velcade
Velphoro,sucroferric oxyhydroxide,Chewable Tablets,"November 27, 2013",Vifor Fresenius Medical Care Renal Pharma,Hyperphosphatemia of Renal Failure,https://www.drugs.com/velphoro.html,https://www.drugs.com/mtm/sucroferric-oxyhydroxide.html,Phosphate binders,,,5.4,11,https://www.drugs.com/comments/sucroferric-oxyhydroxide/velphoro.html,https://www.drugs.com/sfx/velphoro-side-effects.html,Prescription only,,Not a controlled drug,Drug history at FDA,,Hyperphosphatemia of Renal Failure  ,5.4,11,3.0,"$1,702.56",2500 mg (500 mg elemental iron),https://www.drugs.com/price-guide/velphoro
Velsipity,etrasimod,Tablets,"October 12, 2023",Pfizer Inc.,Ulcerative Colitis,https://www.drugs.com/velsipity.html,https://www.drugs.com/mtm/etrasimod.html,Selective immunosuppressants,,"Entyvio, Zeposia, dexamethasone, hydrocortisone, Humira, Stelara, Remicade",,,,https://www.drugs.com/sfx/velsipity-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2023,,,,,20.0,"$6,500.60",2 mg,https://www.drugs.com/price-guide/velsipity
Veltassa,patiromer,for Oral Suspension,"October 21, 2015","Relypsa, Inc.",Hyperkalemia,https://www.drugs.com/veltassa.html,https://www.drugs.com/mtm/patiromer.html,Cation exchange resins,,,6.2,11,https://www.drugs.com/comments/patiromer/veltassa.html,https://www.drugs.com/sfx/veltassa-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Hyperkalemia  ,6.2,11,9.0,$201.74,8.4 g,https://www.drugs.com/price-guide/veltassa
Veltin,clindamycin and tretinoin,Gel  - formerly Velac,"July 16, 2010","Stiefel  Laboratories, Inc.",Acne,https://www.drugs.com/veltin.html,https://www.drugs.com/mtm/clindamycin-and-tretinoin-topical.html,Ziana,,,7.4,42,https://www.drugs.com/comments/clindamycin-tretinoin-topical/veltin.html,https://www.drugs.com/sfx/veltin-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Acne  ,7.4,42,4.0,$359.81,1.2%-0.025%,https://www.drugs.com/price-guide/veltin
